"order","publish","category","cat2","cat3","detail","channel","abstract","videoID","description"
"268","yes","Société / Féminisme","","","Loi Veil","Aude GG","Dans quel contexte s'inscrit le vote de la loi Veil ?","55V6fWDJfKo","Dans cet épisode de ViragIna, Aude GG revient sur l’histoire du combat pour l’interruption volontaire de grossesse en France, de la 1ère guerre mondiale au procès de Bobigny jusqu’à la promulgation de la loi Veil en 1975. L’avortement en France a été un long combat pour les femmes. Aude GG revient sur l’histoire de l’interruption volontaire de grossesse en France, des suites de la 1ère guerre mondiale au procès de Michèle Chevalier à Bobigny en 1972. Elle était accusée, avec 3 complices, d’avoir aidé sa fille Marie-Claire à avorter. Maître Halimi réussit à faire acquitter sa cliente, pour la première fois dans l’histoire. La loi devait alors changer, c’était une certitude. C’est Simone Veil, Ministre de la Santé du gouvernement français, qui a été chargée de présenter le texte de loi. Des débats extrêmement tendus se sont déroulés à l’Assemblée Nationale, Simone Veil a été, quant à elle, victime d’attaques violentes, notamment sur son passé. La loi Veil est finalement votée le 15 janvier 1975, pour une durée de 5 ans. L’adoption définitive de l’IVG n’aura lieu qu’en 1979. Il est à noter que ce droit fondamental des femmes, est aujourd’hui remis en question en Europe et dans le monde, comme récemment en Alabama."
"269","yes","Société / Féminisme","","","Droit de vote aux femmes","Aude GG","Comment les femmes françaises ont-elles obtenu le droit de vote ?","MSfbjoevP_g","Dans cet épisode de ViragIna, Aude GG revient sur l’histoire du droit de vote des femmes mené par Louise Weiss. Inspirée par les suffragettes anglaises qui, dès 1903, ont milité pour le droit de vote, des femmes s’unissent pour faire entendre leurs voix dans les scrutins électoraux dès les années 30. En France, un personnage s’est démarqué pour faire avancer cette cause, c’est la journaliste, écrivain et conférencière Louise Weiss. Le 29 avril 1945, les femmes ont le droit de voter pour la première fois. Images d'archive INA Institut National de l'Audiovisuel"
"270","yes","Société / Féminisme","","","Egalité salariale","Aude GG","Retour sur l'histoire (en cours) de l'égalité salariale en France","gxWDFlmSxDc","Dans cet épisode de ViragIna, Aude GG revient sur la Loi no 83-635 du 13 juillet 1983 dite loi « Roudy », du nom de Yvette Roudy, ministre des droits de la femme de (1981-1986), est une loi pour l'égalité professionnelle entre les femmes et les hommes qui travaillent en entreprise. La Loi no 83-635 du 13 juillet 1983 dite loi « Roudy », du nom de Yvette Roudy, ministre des droits de la femme de (1981-1986), est une loi pour l'égalité professionnelle entre les femmes et les hommes qui travaillent en entreprise. La loi du 4 juillet 1975 interdit de rédiger une offre d’emploi réservée à un sexe, de refuser une embauche ou de licencier en fonction du sexe ou de la situation de famille sauf motif légitime, mais la féminisation de certains métiers à encore un peu de mal à passer En 1976, la directive européenne du 9 février introduit la notion d’égalité de traitement qui vise à passer d’une égalité formelle à une égalité réelle. La directive enjoint les Etats à prendre des mesures afin de supprimer toutes les dispositions discriminatoires envers les femmes et contraires au principe de l’égalité de traitement. Images d'archive INA Institut National de l'Audiovisuel"
"271","yes","Société / Féminisme","","","Droits des femmes","Aude GG","Retour sur les 101 mesures de Françoise Giroux pour l'autonomie et les droits des femmes ","f4jIv9rhYvU","Dans cet épisode de ViragIna, Aude GG revient sur les 101 mesures en faveur de l’autonomie et des droits des femmes, proposées au Conseil des Ministres du 26 mai 1976 la journaliste et écrivaine Françoise Giroud, alors secrétaire d'État chargée de la Condition féminine. Afin de changer les lois en profondeur, ces mesures prennent en compte l’ensemble des aspects de la vie d’une femme, de sa naissance, à sa retraite. : Françoise Giroud présente la liste des réformes à accomplir en cinq ans, destinées à améliorer le sort des femmes et, comme elle écrit plus exactement : l'équivalent social. Le but de ces mesures est « la reconnaissance par la société d’une valeur égale. Le libre exercice de droits et de devoirs égaux ». Et si tout ça semble clair aujourd’hui, dans les années 70 c’était plus compliqué. Images d'archive INA Institut National de l'Audiovisuel"
"272","yes","Société / Féminisme","","","MLF","Aude GG","Qu'est-ce que le MLF ?","ArmeCPNPNUA","Dans cet épisode de ViragIna, Aude GG revient sur l’histoire du MLF (Mouvement de Libération des Femmes), créé par Anne Zelenski. Anne Zelenski a fondé des 1967, un petit groupe mixte : le FMA. En s’associant à d’autres groupes, le FMA a formé le MLF. Des points de départs différents, mais des revendications communes : l'égalité hommes-femmes dans le travail et les tâches domestiques, la liberté des femmes à disposer de leur corps, l'accès libre et gratuit à l'avortement, la lutte contre les violences faites aux femmes et notamment le viol. Dans un premier temps, les réunions du MLF sont réservées aux femmes, et même si cette mesure se veut provisoire, très vite les hommes veulent se joindre au mouvement, avec parfois une grosse motivation Les militantes du MLF investissent l'espace public et manifestent. Elles écrivent et dessinent aussi. Plus aucun sujet de société n’est abordé sans que la question des femmes devienne centrale Images d'archive INA Institut National de l'Audiovisuel"
"273","yes","Société / Féminisme","Insolite / Personnalités","","Olympe de Gouges","Aude GG","Qui était Olympe de Gouges ?","WvRT3olP-0I",""
"274","yes","Société / Féminisme","Insolite / Personnalités","","Vigdis Finnbogadottir","Aude GG","Qui est Vigdis Finnbogadottir ?","RdAoJhs1yR0",""
"275","yes","Société / Féminisme","Insolite / Personnalités","","Imogen Cunningham","Aude GG","Qui était Imogen Cunningham ?","FsV0J4nW_ws",""
"276","yes","Société / Féminisme","Insolite / Personnalités","","Helen Keller","Aude GG","Qui était Helen Keller ?","z8ItGWyP-3A",""
"277","yes","Société / Féminisme","Insolite / Personnalités","","Eartha Kitt","Aude GG","Qui était Eartha Kitt ?","oqBd82Mo_d4",""
"278","yes","Société / Féminisme","Insolite / Personnalités","","Hypatie d'Alexandrie","Aude GG","Qui était Hypatie d'Alexandrie ?","DV_edg69lRU",""
"279","yes","Société / Féminisme","Insolite / Personnalités","","Marguerite Durand","Aude GG","Qui était Marguerite Durand ?","MPGZs0s-ZJw",""
"280","yes","Société / Féminisme","Insolite / Personnalités","","Christine de Pisan","Aude GG","Qui était Christine de Pisan ?","01FvYaBJdBs",""
"281","yes","Société / Féminisme","Insolite / Personnalités","","Noor Inayat Khan","Aude GG","Qui était Noor Inayat Khan ?","_d1ubqjUQ74",""
"282","yes","Société / Féminisme","Insolite / Personnalités","","Irène Joliot-Curie","Aude GG","Qui était Irène Joliot-Curie ?","3rNq8P1amP8",""
"283","yes","Société / Féminisme","Mythes et traditions / Mythologie grecque","","Athéna","Aude GG","Qui est Athéna ?","1VN-RSlIFsI",""
"284","yes","Société / Féminisme","Insolite / Personnalités","","Nina Simone","Aude GG","Qui était Nina Simone ?","0atfseYL4dI",""
"285","yes","Société / Féminisme","Insolite / Personnalités","","Amelia Earhart","Aude GG","Qui était Amelia Earhart ?","RocjtP5In_o",""
"286","yes","Société / Féminisme","Insolite / Personnalités","","Frida Kahlo","Aude GG","Qui était Frida Kahlo ?","0fMpSmx9Kek",""
"287","yes","Société / Féminisme","Insolite / Personnalités","","Caroline Herschel","Aude GG","Qui était Caroline Herschel ?","1yxVYlpF6ig",""
"288","yes","Société / Féminisme","Insolite / Personnalités","","Mumtaz Shaikh","Aude GG","Qui était Mumtaz Shaikh ?","PTIxexrn1A8",""
"289","yes","Société / Féminisme","Insolite / Personnalités","","Les soeurs Trung","Aude GG","Qui étaient les soeurs Trung ?","zh51HZKHAeQ",""
"290","yes","Société / Féminisme","Insolite / Personnalités","","Bertha von Suttner","Aude GG","Qui était Bertha von Suttner ?","PPsGlTCKtqQ",""
"291","yes","Société / Féminisme","Insolite / Personnalités","","Kathrine Switzer","Aude GG","Qui est Kathrine Switzer ?","6bJZP3fIdCc",""
"292","yes","Société / Féminisme","Insolite / Personnalités","","Amanishakheto","Aude GG","Qui était Amanishakheto ?","xss4l1IWvaI",""
"293","yes","Société / Féminisme","Insolite / Personnalités","","Gertrude Bell","Aude GG","Qui était Gertrude Bell ?","Kh0ppsYSiAY",""
"294","yes","Société / Féminisme","Insolite / Personnalités","","Ellen MacArthur","Aude GG","Qui était Ellen MacArthur ?","bEz9DvPmDj0",""
"295","yes","Société / Féminisme","Insolite / Personnalités","","Alice Guy","Aude GG","Qui était Alice Guy ?","NRerp2LTSaI",""
"296","yes","Société / Féminisme","","","Femen","Aude GG","Qui sont les Femen ?","utFB-h4-zQA",""
"297","yes","Société / Féminisme","Insolite / Personnalités","","Malala","Aude GG","Qui est Malala ?","gmF3swYdHoY",""
"298","yes","Société / Féminisme","Insolite / Personnalités","","Fatima Mernissi","Aude GG","Qui était Fatima Mernissi ?","GKZE9pXVJoI",""
"299","yes","Sciences humaines / Archéologie","","","Oak Island","Les Revues du Monde","Comment le trésor d'Oak Island est-il protégé ?","k1D8J1YH4xY","Les Revues du Monde, pour tous les curieux ! Au large des côtes de la Nouvelle-Écosse, se cache une petite île contenant un des trésor les plus convoités depuis deux siècles... Nous partons aujourd'hui à sa découverte, dans une nouvelle Revue du Monde."
"300","yes","Sciences humaines / Archéologie","","","Lignes de Nazca","Les Revues du Monde","Comment les lignes de Nazca ont-elles été crées ?","X0UF4IWZuk4","Les Revues du Monde, pour tous les curieux ! Premier épisode de la série des Revues du monde, nous voyageons aujourd'hui jusqu'au Pérou pour découvrir le site archéologique de Nazca, où d'étranges lignes représentant animaux, hommes, et formes géométriques interpellent les scientifiques du monde. Rendez vous ensemble pour l'étude de ce mystère des temps anciens."
"301","yes","Sciences humaines / Archéologie","","","Lieux sous-marins","Les Revues du Monde","Présentation de quatre lieux sous-marins intriguants","ZqDRFE0ziLE","Les Revues du Monde, pour tous les curieux ! Aujourd'hui nous plongeons à la découverte de 4 lieux sous-marins engloutis sous les fonds des eaux : Au programme, Yonaguni au Japon, La cité des Lions en Chine, L'île des Pins en Nouvelle-Calédonie, et les mystérieuses Pyramides de Cristal dans le triangle des Bermudes..."
"302","yes","Insolite","","","Lieux secrets","Les Revues du Monde","Présentation de cinq lieux difficilement acccessibles","jjMH2Skw390","Les Revues du Monde, pour tous les curieux ! C'est après quelques mois d'absences que je vous invite à découvrir ces 5 lieux quasi impossibles à visiter : Rendez-vous à Fort Knox, dans les archives secrètes du Vatican, au Mont Météo Emergency Operation center, dans le mystérieux sanctuaire d'Ise, et dans le très privé club 33."
"303","yes","Sciences humaines / Archéologie","Mythes et traditions","","Cités perdues","Les Revues du Monde","Présentation de deux cités perdues d'Amérique latine","WivgM01sWBc","Les Revues du Monde, pour tous les curieux ! Aujourd'hui, nous allons nous intéresser aux cités perdues qui ont réellement existé, et dont on a perdu la trace. (Logique). Nous partons à la découverte de la Sierra de La Plata, ainsi que de la très mystérieuse Païtiti, en expliquant, au passage, pourquoi l'Eldorado est un mythe."
"304","yes","Sciences humaines / Archéologie","Sciences humaines / Histoire / Antiquité / Antiquité grecque","","Machine d'Anticythère","Les Revues du Monde","Présentation de la machine d'Anticythère","8LK8z6vsFfU","Les Revues du Monde, pour tous les curieux ! Pour cette nouvelle revues du Monde, nous allons nous intéresser à l'histoire de la découverte du Mécanisme d'Anticythère, qui laissa perplexe les archéologues pendant des siècles."
"305","yes","Sciences humaines / Archéologie","","","Crânes de cristal","Les Revues du Monde","Que sont réellement les crânes de cristal ?","eVqcUJF1EnM","Les Revues du Monde, pour tous les curieux ! Dans cette nouvelle Revue du Monde, nous allons aborder la véritable histoire des crânes de cristal, des objets incroyables, à l'origine de nombreux fantasmes, et pourtant bien réels..."
"306","yes","Sciences humaines / Archéologie","","","Squelettes de diamant","Les Revues du Monde","Que sont les squelettes de diamant ?","qAJ5RoskVB8","Les Revues du Monde, pour tous les curieux ! Aujourd'hui nous partons à la découverte des catacombes de Rome, de leurs histoire, et de l'incroyable découverte qui en est liée..."
"307","yes","Sciences humaines / Archéologie","","","Pyramides de Bosnie","Les Revues du Monde","Que sont les pyramides de Bosnie ?","PTz150Tlmqc","Les Revues du Monde, pour tous les curieux ! Pour ce nouvel épisode nous partons à la découverte des Pyramides Bosniaques, et nous allons nous intéresser au conflit archéologique que suscite ces collines ..."
"308","yes","Sciences humaines / Archéologie","","","Lieux incroyables","Les Revues du Monde","Présentation de trois lieux mythiques","J11rH3cLMi8","Les Revues du Monde, pour tous les curieux ! Aujourd'hui nous partons à la découverte de 3 lieux incroyables que le temps a fait disparaitre, dans la puissance de la Cascade aux 7 chutes, les vertiges des Jardins suspendus de Babylone, et la grandeur de la Bibliothèque d'Alexandrie."
"309","yes","Sciences humaines / Archéologie","","","Pyramides du Mexique","Les Revues du Monde","Présentation de l'exploration d'un tunnel sous un pyramide au Mexique","NvXh0pBaRuk","Les Revues du Monde, pour tous les curieux ! Pour cette nouvelle Revue du Monde, nous partons au Mexique pour tenter d'éclaircir le mystère des chambres secrètes sous le site archéologique de Teotihuacan."
"310","yes","Sciences humaines / Archéologie","","","SS City of Cairo","Les Revues du Monde","Présentation de l'histoire du SS City of Cairo","MeYNcyqP_KE","Les Revues du Monde, pour tous les curieux ! Quand le karma s'acharne, ça nous donne une histoire incroyable et une furieuse envie de crier : "" La poisse ! """
"311","yes","Sciences humaines / Archéologie","Insolite / Personnalités","","Kon Tiki","Les Revues du Monde","Ou comment Thor Heyerdahl a traversé le Pacifique sur un radeau","W3_DwJe2DMk","Les Revues du Monde, pour tous les curieux ! A la découverte du radeau qui traversa le pacifique avec 6 personnes à bord."
"312","yes","Sciences humaines / Histoire / Moyen-Age","Mythes et traditions","","Papesse Jeanne","Les Revues du Monde","Retour sur la légende de la papesse Jeanne","m2iELDyFEbw","Aujourd'hui nous partons à la découverte de la légende incroyable de la Papesse Jeanne, une femme qui aurait été pape en se faisant passer pour un homme... Cette légende serait donc probablement née pour nuire à l'image de l'église Orthodoxe."
"313","yes","Sciences humaines / Histoire / Epoque moderne","","","Colonie de Roanoke","Les Revues du Monde","Qu'est-il arrivé à la colonie de Roanoke ?","oyNVRRLWA_Y","Aujourd'hui nous partons à la découverte de la colonie de Roanoke, et de sa mystérieuse disparition..."
"314","yes","Sciences de la nature / Biologie / Comportements","","","Emotions","DirtyBiology","A quoi servent les émotions ?","RFI1CzUoeLk",""
"315","yes","Sciences de la nature / Biologie / Sexe","","","Nombre de sexes","DirtyBiology","Pourquoi y a-t-il deux sexes chez l'humain ?","I4MtKmB1RZY",""
"316","yes","Sciences humaines / Archéologie","","","Pilleurs de trésor","Les Revues du Monde","Retour sur les pilleurs de trésors en Egypte","KSUKjUgkas4","Dans cet épisode nous partons à la découverte d'un tombeau ancien, mais surtout de l'histoire des pilleurs qui l'ont découvert en premier, avant n'importe quel archéologue, et de l'aventure incroyable pour accéder au trésor d'Amenemhat III."
"317","yes","Sciences humaines / Archéologie","Insolite / Personnalités","","Chasseurs de trésor","Les Revues du Monde","Retour sur deux chasseurs de trésor","3yWuX8spp_E",""
"318","yes","Sciences humaines / Archéologie","Mythes et traditions","","Atlantide","Les Revues du Monde","Quelles sont les théories actuelles autour de l'Atlantide ?","sM3WMzTISdc",""
"319","yes","Sciences humaines / Histoire / Antiquité","","","Damnation mémorielle","Les Revues du Monde","Quelle est le pire châtiment de l'histoire ?","ccO0SACODsk",""
"320","yes","Sciences humaines / Archéologie","Sciences humaines / Histoire / Antiquité / Antiquité égyptienne","","Construction des pyramides","Les Revues du Monde","Comment les pyramides ont-elles été construites ?","VCGxayEPjXg","Les pyramides ! Quel sujet passionnant. Pour tenter de répondre aux questions concernant sa construction, découvrons ensemble quelques expériences d'archéologie expérimentale sur le sujet !"
"321","yes","Sciences humaines / Archéologie","Sciences humaines / Histoire / Antiquité / Antiquité égyptienne","","Pyramides","Les Revues du Monde","Retour sur une vidéo de Squeezie sur les pyramides","mL-6oJC2tcg",""
"322","yes","Sciences humaines / Archéologie","Sciences humaines / Histoire / Histoire de la médecine","","Trépanation","Les Revues du Monde","Pourquoi la trépanation a-t-elle été utilisée ?","uFqzSmTdG9k","A la découverte de la trépanation, et de son utilisation dans l'Histoire."
"323","yes","Société / Féminisme","Sciences humaines / Histoire","","Menstruations","Les Revues du Monde","Comment les menstruations étaient perçues dans l'histoire ?","3usmGQJFU4U","Comment faisait-on avant tampax ? Découverte de l'Histoire des menstruations."
"324","yes","Sciences humaines / Histoire / Méthodes","Sciences humaines / Archéologie","","Faire confiance à l'histoire","Les Revues du Monde","Peut-on faire confiance à l'histoire ?","mBmi5IWuKHg",""
"325","yes","Sciences humaines / Anthropologie","","","Mobilité","Les Revues du Monde","Comment la mobilité impacte notre mode de vie ?","gKKdINkHmB4",""
"326","yes","Sciences humaines / Histoire / Epoque contemporaine","","","Expédition Terra Nova","Les Revues du Monde","Que s'est-il passé lors de l'expédition Terra Nova ?","z2sz3P0WLZA",""
"327","yes","Sciences humaines / Histoire / Moyen-Age","Divertissement / Séries","","Stratégie militaire","Les Revues du Monde","Quelles stratégies militaires ont été utilisées au Moyen-Age, et à quel point les batailles de Game of Thrones sont crédibles ?","BYHsnRvk8d8",""
"328","yes","Sciences humaines / Histoire","","","Prostitution","Les Revues du Monde","Est-ce que la prostitution est le plus vieux métier du monde ?","RTL4kg1bI8c","Pour célébrer la 33ème vidéo de la chaîne, on va parler de c*l et de s*xe dans l'antiquité. YOLO."
"329","yes","Sciences humaines / Histoire / Antiquité / Antiquité grecque","","","Bouc émissaire","Les Revues du Monde","Qu'étaient les boucs émissaires dans la Grèce antique ?","6YxcyVu_UyQ",""
"330","yes","Sciences humaines / Histoire / Antiquité / Antiquité égyptienne","","","Momification","Les Revues du Monde","Comment les corps étaient-ils momifiés en Egypte antique ?","tjm1olXZS-0",""
"331","yes","Mythes et traditions","Sciences humaines / Histoire","","Noël","Les Revues du Monde","Comment fêtait-on Noël dans l'histoire ?","vJ0j0MnZd3Y",""
"332","yes","Sciences humaines / Histoire","","","Calendrier","Les Revues du Monde","D'où vient notre calendrier grégorien ?","txf3O9fvnVw",""
"333","yes","Mythes et traditions","Sciences humaines / Histoire / Antiquité","","Jésus","Les Revues du Monde","Quand Jésus est-il réellement né ?","gzzH1yHinMs",""
"334","yes","Société / Esprit critique","Mythes et traditions","","Théorie de la Terre creuse","Les Revues du Monde","Qu'est-ce que la théorie de la Terre creuse ?","gpq_P40iNUs","Aujourd'hui nous partons à la découverte de l'hypothèse de la terre creuse... Les Théories du Monde est une émission exclusivement consacrée à des sujets ésotériques/ traitant de théories. Elle se distingue des Revues du Monde qui est elle, exclusivement basée sur des anecdotes archéologiques ou historiques certifiées."
"335","yes","Société / Esprit critique","Sciences humaines / Histoire / Epoque contemporaine","","Anastasia Romanov","Les Revues du Monde","Anastasia Romanov est-elle morte lors de la fuite de sa famille ?","oR5z7DXlWXs",""
"336","yes","Société / Esprit critique","Mythes et traditions","","Théorie des Anciens Astronautes","Les Revues du Monde","Qu'est-ce que la théorie des Anciens Astronautes ?","kJDP7eZMXk0",""
"337","yes","Divertissement / Cinéma","","","Le Chat Botté","Fabien Campaner & Lucie Card","Comment le conte ""le Chat Botté"" a-t-il été adapté au cinéma ?","-L50y_cezC8","On poursuit nos ""Contes à Rebours"" avec cette fois un petit retour sur les origines du Chat botté. Depuis son apparition dans la saga ""Shrek"", il paraît difficile d'imaginer le félin chaussé autrement qu'avec un petit attirail de mousquetaire, doublé d'un accent espagnol à couper au fleuret. Mais qu'en est-il des anciennes représentations ? On espère que la vidéo vous plaira !"
"338","yes","Divertissement / Cinéma","","","La Belle et la Bête","Fabien Campaner & Lucie Card","Comment le conte ""la Belle et la Bête"" a-t-il été adapté au cinéma ?","ZJZn6Vl2kxQ","Nouvelle émission pour les fêtes de fin d'année. En gros, ""On va faire Cours"" sur les contes, avec toujours le côté ""Histoire et cinéma"". Découvrez les origines du conte de ""La Belle et la Bête"" au coin du feu, à travers les versions de Madame de Villeneuve et Madame Leprince Beaumont, et quels sont les changements pour arriver à celles de Disney, Jean Cocteau et Christophe Gans. On espère que ça vous plaira !"
"339","yes","Divertissement / Cinéma","","","Blanche Neige","Fabien Campaner & Lucie Card","Comment le conte ""Blanche Neige"" a-t-il été adapté au cinéma ?","1Du8bfuO69o","On part sur les traces des frères Grimm pour mieux savoir d'où vient la jolie figure de Blanche-Neige et comprendre pourquoi Walt Disney s'est dit que cette histoire ferait un bon film. On verra qu'il existe beaucoup d'autres adaptations du conte au cinéma, et que la grande majorité a du mal à se détacher complètement de la version Disney. Si la vidéo vous plaît, on vous remerciera jamais assez de la partager avec le monde, c'est comme ça qu'elle pourra avoir une belle vie ;)"
"340","yes","Divertissement / Cinéma","Sciences humaines / Histoire / Histoire et fiction","","Templiers","Fabien Campaner & Lucie Card","Comment les Templiers ont-ils été traités au cinéma ?","WUSJo0hNo-c","Dans ce premier épisode, il est question des stéréotypes sur l'ordre des templiers qui a souvent été associés, au cinéma et à la télévision, à des mythes tels que le Graal et autres trésors cachés."
"341","yes","Divertissement / Cinéma","Sciences humaines / Histoire / Histoire et fiction","","Amérindiens","Fabien Campaner & Lucie Card","Comment les Amérindiens ont-ils été traités au cinéma ?","VcPk6mI47rQ","Important avant de regarder ! Je précise qu'il y a une erreur qui s'est glissée dans la frise. Lorsque je parle de ""Washington"" qui aurait décidé de parquer les amérindiens à l'Ouest, il est question de la ville et non du président ""George Washington"". Voilà, faut juste que j'apprenne à lire mes fiches, désolé ! Sinon, deuxième épisode sur les indiens d'Amérique et les petites approximations courantes concernant leur mode de vie à partir de la découverte ""officielle"" de leur continent en 1492. Si vous pensez que les amérindiens vivaient tous dans des tipis, scalpaient à tous va et chevauchaient de fiers destriers dans les grandes plaines, cet épisode est fait pour vous !"
"342","yes","Divertissement / Cinéma","Sciences humaines / Histoire / Histoire et fiction","","Samouraïs","Fabien Campaner & Lucie Card","Comment les Samouraïs ont-ils été traités au cinéma ?","zVj7YA2H7Lk","Dans cet épisode, on passe en revue les clichés sur les samouraïs au cinéma. La plupart des clichés abordés ont été véhiculés par le cinéma japonais et américain, qui ont souvent représentés les samouraïs comme des mercenaires défenseurs de la veuve et de l'orphelin, ce qui n'était pas forcément le cas. On retrouve cette image notamment dans ""Les Sept Samouraïs"" d'Akira Kurosawa, qui met en scène des rōnins protégeant un village en proie à une bande de bandits de grands chemins. Dans cet épisode, on traite surtout du film ""Le Dernier Samouraï"" d'Edward Zwick, avec Tom Cruise. Ce long-métrage, bien que foutrement divertissant, n’échappe pas aux raccourcis. Il s'agit en effet d'une réinterprétation de l'histoire vraie d'un officier français, Jules Brunet, envoyé au Japon pour former les soldats du shogun. Certes, la nationalité du personnage est changée pour attirer le public américain, mais surtout le contexte et l'époque sont complètement différents."
"343","yes","Divertissement / Cinéma","Sciences humaines / Histoire / Histoire et fiction","Sciences humaines / Archéologie","Archéologues","Fabien Campaner & Lucie Card","Comment les archéologues ont-ils été traités au cinéma ?","hE_ycNsWOes","Indiana Jones serait t'il davantage un pilleur de tombe qu'un véritable archéologue ?"
"344","yes","Divertissement / Cinéma","Sciences humaines / Histoire / Histoire et fiction","","Vikings","Fabien Campaner & Lucie Card","Comment les Vikings ont-ils été traités au cinéma ?","_15Rx0TPqnE","Cinquième épisode qui se déroule pendant les grandes vacances, Manchard et Boulier se retrouvent à la fac avec le professeur Baf pour éclaircir quelques points historiques sur les vikings. Perçus comme un peuple de fiers guerriers blonds aux yeux bleus qui passaient leurs temps libre à casser la binette à des moines sévèrement burés, il est temps de découvrir ou redécouvrir les autres facettes de nos scandinaves fantasmés."
"345","yes","Divertissement / Cinéma","Sciences humaines / Histoire / Histoire et fiction","","Trois Mousquetaires","Fabien Campaner & Lucie Card","Comment les Trois Mousquetaires ont-ils été traités au cinéma ?","PhMd-YRWs9U","Sixième épisode qui traite des mousquetaires de France, et plus particulièrement des films adapté du roman d'Alexandre Dumas et Auguste Maquet (Les Trois Mousquetaires). Avec en bonus, un petit passage sur les clichés véhiculés sur le cardinal de Richelieu."
"346","yes","Divertissement / Cinéma","Sciences humaines / Histoire / Histoire et fiction","","Chevaliers de la Table ronde","Fabien Campaner & Lucie Card","Comment les Chevaliers de la Table ronde ont-ils été traités au cinéma ?","nZvVzd2wIhc","Septième épisode dans lequel on aborde les Légendes Arthuriennes ! Le roi Arthur et ses chevaliers ont-ils vraiment existé ? Quelle est l'influence du mythe à travers l'Histoire et le cinéma ? On espère que cette vidéo vous plaira. N'hésitez pas à interagir dans les commentaires si vous avez des questions, on répondra."
"347","yes","Divertissement / Cinéma","Sciences humaines / Histoire / Histoire et fiction","","Spartiates","Fabien Campaner & Lucie Card","Comment les Spartiates ont-ils été traités au cinéma ?","m2CqV7BqEKo","Huitième épisode qui se concentre sur le film ""300"" de Zack Snyder. Les spartiates étaient-ils des soldats ultimes ? La violence était-elle si présente dans leur société ? Ont-ils contribué à rendre la Grèce antique libre face au mysticisme et la tyrannie des méchants Perses ? ""300"" est-il un film raciste ?"
"348","yes","Divertissement / Cinéma","Sciences humaines / Histoire / Histoire et fiction","","Sorcières","Fabien Campaner & Lucie Card","Comment les sorcières ont-ils été traités au cinéma ?","oN-GVWd2UW8","Neuvième épisode spécial Halloween focalisé sur les sorcières du folklore occidental, avec une partie entièrement consacrée aux événements de Salem. D'où vient la caricature de la vilaine jeteuse de sorts ? Étaient-elles vraiment pourchassées en masse par l'Église ? Les procès de Salem étaient-ils les plus meurtriers de l'Histoire ?"
"349","yes","Sciences humaines / Histoire / Moyen-Age","","","Vie dans une abbaye","Nota Bene","Quelle est l'histoire de l'abbaye de Fontaine-Guérard ?","Jy6uLDLg8Fs","La vie religieuse du Moyen ge n'est parfois pas de tout repos ! Aujourd'hui je vous emmène visiter l'abbaye du XIIe siècle de Fontaine-Guérard. Un lieu témoin d’un meurtre, hôte d’une légende et qui a vu passer beaucoup de femmes…"
"350","yes","Sciences humaines / Histoire / Moyen-Age","","","Guerre de cent ans","Nota Bene","Comment s'est déroulée la bataille de Verneuil pendant la guerre de cent ans ?","RbIwR2QMCg8","Si je vous parle d'Azincourt, vous pensez immédiatement à la grosse dérouillé que les anglais ont mis aux français pendant la guerre de cent ans. Et pourtant, il existe une autre bataille, une bataille oubliée, que les anglais surnomment ""la seconde azincourt"". La bataille de Verneuil est sans aucun doute une des plus meurtrières de la guerre de cent ans, voyant les français et les écossais main dans la main périr au pied de la ville face à des anglais qui ont plus d'un tour dans leur sac..."
"351","yes","Sciences humaines / Histoire / Moyen-Age","","","Famille Harcourt","Nota Bene","Quelle est l'histoire du domaine d'Harcourt ?","t0TFp4YVC5w","En pleine guerre de Cent ans, la Normandie est le territoire de toutes les convoitises. La famille d'Harcourt doit se positionner entre le royaume de France et celui d'Angleterre. Un choix difficile à assumer qui divise la puissante famille héritière des vikings."
"352","yes","Sciences humaines / Histoire / Moyen-Age","","","Château Gaillard","Nota Bene","Quelle est l'histoire du château Gaillard ?","ZiHrKa9KqTs","A la fin du XIIe siècle, les tensions sont au maximum entre Richard Cœur de Lion (Angleterre) et Philippe Auguste (France). La courte paix entre les deux royaumes ne va pas durer bien longtemps et Richard profite de cette occasion pour construire en un an à peine Château Gaillard, au cœur de son dispositif de blocus de la seine. Un lieu incroyable qui sera le théâtre de plusieurs sièges et qui servira de prison !"
"353","yes","Sciences humaines / Histoire / Moyen-Age","","","Cathédrale d'Evreux","Nota Bene","Quelle est l'histoire de la cathédrale d'Evreux ?","OncmWpwUpnE","Au cœur du département de l'Eure, et plus particulièrement dans la ville d'Evreux, se tient une cathédrale majestueuse qui semble avoir traversé le temps sans encombre. Vraiment ? Pas si sur ! On revient ensemble sur cette histoire incroyable d'un monument à l'épreuve du temps et...du feu !"
"354","yes","Sciences humaines / Histoire / Epoque moderne","","","Ninjas","Nota Bene","Qui étaient les Ninjas ?","7_-ZqWmp-9U","On a tous en tête cette image d’un ninja redoutable, armée d’un sabre, habillé en noir, se cachant le visage et pouvant utiliser son grappin pour accéder à des forteresses imprenables. Et pourtant, si cette figure puisse bien ses racines dans l’histoire du japon féodal, la plupart des caractéristiques du redoutable guerrier ne pourrait bien être que des inventions tardives pour justifier un commerce touristique plutôt lucratif...Dans ce nouvel épisode on replonge dans les entrailles du ninjutsu et des ninjas pour y voir plus clair !"
